,Date,Year,Country,Sex,Injury,Fatal,ACTIVITY,AGE
5283,Nov-1917,1917,MOZAMBIQUE,M,FATAL,Y,0,0
5284,21-Sep-1917,1917,USA,M,Left knee lacerated,N,swimming,0
5285,09-Sep-1917,1917,USA,M,Arm severely lacerated by shark that had been hooked and shot PROVOKED INCIDENT,N,stuffing,0
5286,Sep-1917,1917,PANAMA,M,FATAL,Y,swimming,0
5287,18-Jul-1917,1917,USA,M,FATAL,Y,diving,0
5288,15-Jul-1917,1917,IRELAND,M,"FATAL, only 1 survivor",Y,0,0
5289,03-Jun-1917,1917,USA,M,Right arm bitten,N,swimming,0
5290,31-May-1917,1917,PHILIPPINES,M,"FATAL, abdominal cavity removed ",Y,swimming,0
5291,Reported 05-May-1917,1917,KUWAIT,M,Torso bitten,N,diving,0
5292,1917,1917,LIBYA,M,"Bitten by shark, but  repelled it with his 'skandalopetra' ",N,diving,0
5293,30-Dec-1916,1916,AUSTRALIA,M,Right calf bitten,N,bathing,25
5294,08-Dec-1916,1916,AUSTRALIA,M,"FATAL, right arm severed, chest punctured ",Y,taking,41
5295,08-Dec-1916,1916,AUSTRALIA,F,Leg nipped by shark,N,swimming,0
5296,15-Nov-1916,1916,PANAMA,M,"""Severely bitten""",N,0,0
5297,10-Nov-1916,1916,AUSTRALIA,M,FATAL,Y,swimming,0
5298,09-Nov-1916,1916,AUSTRALIA,M,FATAL,Y,bathing,27
5299,11-Oct-1916,1916,USA,M,"FATAL, leg severely bitten, surgically amputated PROVOKED INCIDENT",Y,fishing,0
5300, 24-Aug-1916,1916,USA,M,Lower left leg severely bitten & became septic. Not known if he survived,N,netting,0
5301,26-Jul-1916,1916,USA,M,Arm severely lacerated,N,fishing,0
5302,13-Jul-1916,1916,USA,F,"No attack,  no injury",0,swimming,0
5303,13-Jul-1916,1916,USA,M,Ankle bruised,N,swimming,0
5304,12-Jul-1916,1916,USA,M,"Lower left leg bitten, surgically amputated",N,swimming,12
5305,12-Jul-1916,1916,USA,M,"FATAL, thigh bitten ",Y,swimming,24
5306,12-Jul-1916,1916,USA,M,"FATAL, legs & torso bitten ",Y,swimming,10
5307,11-Jul-1916,1916,BAHAMAS,M,"FATAL.  When the survivors were rescued next day they were clubbing sharks with oars. ""Sharks were so thick that it was difficult to row""",Y,0,0
5308,08-Jul-1916,1916,SPAIN,M,Survived,N,diving,0
5309,07-Jul-1916,1916,PHILIPPINES,M,Right foot severed,N,bathing,0
5310,06-Jul-1916,1916,USA,M,FATAL,Y,swimming,0
5311,01-Jul-1916,1916,USA,M,"FATAL, left leg bitten",Y,swimming,24
5312,30-Jun-1916,1916,USA,M,Heel bitten,N,swimming,10
5313,Reported 24-Jun-1916,1916,ATLANTIC OCEAN,M,Presumed FATAL,Y,0,0
5314,23-Jun-1916,1916,USA,M,Leg bitten by shark hooked shark PROVOKED INCIDENT,N,0,26
5315,Reported 25-Apr-1916,1916,AUSTRALIA,M,FATAL,Y,swimming,0
5316,03-Apr-1916,1916,AUSTRALIA,M,FATAL,Y,clinging,17
5317,19-Mar-1916,1916,AUSTRALIA,M,Minor lacerations to heel,N,bathing,0
5318,Reported 09-Dec-1915,1915,AUSTRALIA,M,"Arm severed, lacerations to thigh",N,diving,0
5319,10-Nov-1915,1915,AUSTRALIA,M,Severe bite to arm,N,bathing,10
5320,08-Nov-1914,1915,AUSTRALIA,M,Severe lacerations to feet & ankles,N,bathing,0
5321,03-Aug-1915,1915,USA,M,Laceration to left leg,N,0,0
5322,Reported 06-Jul-1915,1915,MEXICO,M,FATAL,Y,fishing,0
5323,Reported 06-Jul-1915,1915,MEXICO,M,FATAL,Y,wading,0
5324,Reported 15-May-1915,1915,EGYPT,M,Shark involvement not confirmed,0,0,0
5325,29-Mar-1915,1915,AUSTRALIA,M,"Shoulder bitten. Hana, one of the rescuers, fended shark off with an oar, then shark bit oar in two",N,diving,0
5326,06-Feb-1915,1915,AUSTRALIA,M,Foot bitten,N,swimming,0
5327,13-Jan-1915,1915,NEW ZEALAND,M,Death may have been due to drowning,0,fishing,0
5328,01-Jan-1915,1915,AUSTRALIA,M,FATAL,Y,bathing,17
5329,Ca. 1915,1915,USA,M,"Fatal, drowning or scavenging",0,0,0
5330,Reported 04-Dec-1914,1914,AUSTRALIA,M,Lacerations to right thigh and knee,N,swimming,0
5331,17-Oct-1914,1914,SAMOA,F,Thigh bitten,N,0,0
5332,Reported 26-Sep-1914,1914,JAMAICA,M,FATAL,Y,0,0
5333,09-Sep-1914,1914,USA,M,FATAL,Y,swimming,17
5334,Reported 15-Jul-1914,1914,CROATIA,F,"No injury, shark grabbed clothes",N,washing,0
5335,Reported 09-Jul-1914,1914,USA,M,PROVOKED INCIDENT    Legs severed by shark entangled in his net,N,fishing,0
5336,07-Jul-1914,1914,CROATIA,M,"No injury, shark nudged raft and circled for 2 hrs.",N,0,0
5337,13-Jun-1914,1914,MONTENEGRO,M,"No injury, shark bit paddle and stern of boat",N,fishing,0
5338,10-Jun-1914,1914,AUSTRALIA,M,FATAL,Y,bathing,43
5339,31-May-1914,1914,NEW CALEDONIA,M,FATAL x 2,Y,swimming,0
5340,14-May-1914,1914,USA,F,PROVOKED INCIDENT Lacerations to right hand by hooked shark,N,fishing,0
5341,Reported 14-Mar-1914,1914,USA,M,His remains were recovered from a shark 3 years after his disappearance - Probable drowning / scavenging,0,swimming,0
5342,Reported 10-Mar-1914,1914,GUYANA,M,FATAL,Y,0,0
5343,03-Mar-1914,1914,USA,M,FATAL,Y,picking,0
5344,Reported 09-Feb-1914,1914,AUSTRALIA,M,Lacerations to foot,N,wading,0
5345,  03-Feb-1914,1914,AUSTRALIA,M,Lacerations to arms,N,canoeing,0
5346,Reported 17-Jan-1914,1914,AUSTRALIA,F,Laceration to leg,N,wading,0
5347,1914,1914,SOUTH AFRICA,F,No details,0,0,0
5348,Reported 30-Dec-1913,1913,USA,0,No injury to occupants but hull splintered by harpooned shark PROVOKED INCIDENT,N,fishing,0
5349,Reported 26-Dec-1913,1913,CUBA,M,FATAL,Y,0,0
5350,27-Nov-1913,1913,NIGERIA,M,FATAL,Y,0,0
5351,21-Nov-1913,1913,AUSTRALIA,M,Calf severely bitten;  leg surgically amputated,N,swimming,12
5352,21-Sep-1913,1913,USA,M,Major injuries but survived,N,0,0
5353,03-Sep-1913,1913,CROATIA,M,Badly bitten by a shark dragged onboard PROVOKED INCIDENT,N,0,0
5354,Reported 27-Aug-1913,1913,USA,M,Man's leg recovered from 800-lb shark,0,0,0
5355,Reported 27-Aug-1913,1913,USA,F,Female foot recovered from shark,0,0,0
5356,26-Aug-1913,1913,ITALY,0,Human casualties,0,0,0
5357,12-July-1913,1913,USA,M,FATAL,Y,0,0
5358,Reported 10-Jul-1913,1913,COSTA RICA,M,FATAL,Y,swimming,0
5359,21-May-1913,1913,USA,M,"Forefinger of right hand bitten by a ""dead"" shark PROVOKED INCIDENT",N,fishing,0
5360,02-May-1913,1913,AUSTRALIA,M,Lacerations to thigh by netted shark PROVOKED INCIDENT,N,hauling,0
5361,27-Mar-1913,1913,SAMOA,M,Leg severed,N,0,0
5362,Jan-1913,1913,AUSTRALIA,M,"Head, neck & left shoulder bitten",N,diving,0
5363,1913,1913,REUNION,M,FATAL,Y,swimming,0
5364,1913,1913,REUNION,M,FATAL,Y,swimming,0
5365,1913,1913,AUSTRALIA,M,Arm severed,N,0,0
5366,Reported 30-Nov-1912,1912,PHILIPPINES,F,FATAL,Y,swimming,19
5367,30-Aug-1912,1912,USA,M,FATAL,Y,swimming,12
5368,23-Jul-1912,1912,USA,M,Toes severed,N,swimming,0
5369,Reported 06-Jul-1912,1912,SOLOMON ISLANDS,M,FATAL,Y,bathing,0
5370,04-May-1912,1912,SOUTH AFRICA,M,0,0,0,0
5371,18-Mar-1912,1912,NEW ZEALAND,M,"""Slight laceration to leg""",N,swimming,0
5372,22-Feb-1912,1912,AUSTRALIA,M,"No injury, shark nipped diving suit after he prodded the shark PROVOKED INCIDENT ",N,diving,0
5373,19-Feb-1912,1912,AUSTRALIA,M,Left calf & heel bitten,N,swimming,18
5374,03-Feb-1912,1912,NEW CALEDONIA,M,Left shoulder & both legs bitten,N,swimming,0
5375,26-Jan-1912,1912,AUSTRALIA,M,FATAL,Y,swimming,21
5376,Reported 13-Jan-1912,1912,FIJI,M,FATAL,Y,0,0
5377,06-Jan-1912,1912,AUSTRALIA,M,Thigh & lower abdomen severely bitten,N,0,0
5378,01-Jan-1912,1912,AUSTRALIA,M,FATAL,Y,bathing,0
5379,1912,1912,SPAIN,M,FATAL,Y,0,0
5380,08-Nov-1911,1911,USA,M,"Cause of death undetermined. 3.6 m [11'9""] shark seen carrying body. Next day, shark was killed & Antoine's entire body was found in its gut.",0,0,0
5381,26-Oct-1911,1911,USA,M,FATAL,Y,0,0
5382,25-Oct-1911,1911,AUSTRALIA,M,Calves bitten,N,diving,23
5383,23-Sep-1911,1911,USA,M,FATAL,Y,0,0
5384,20-Sep-1911,1911,USA,M,FATAL,Y,swimming,0
5385,17-Sep-1911,1911,USA,M,Left arm & thigh bitten,N,bathing,0
5386,Reported 31-Jul-1911,1911,SPAIN,M,FATAL,Y,bathing,0
5387,Reported 16-Jul-1911,1911,USA,M,"Hooked shark bit his leg, knee to ankle PROVOKED INCIDENT",N,fishing,0
5388,09-May-1911,1911,SOUTH AFRICA,M,"FATAL, partial remains recovered",Y,bathing,64
5389,Reported 01-May-1911,1911,USA,M,Bitten on left leg by hooked shark PROVOKED INCIDENT,N,fishing,0
5390,01-May-1911,1911,SOUTH AFRICA,M,FATAL,Y,swimming,0
5391,Reported 08-Apr-1911,1911,NEW ZEALAND,0,"No injury to occupants, shark bit boat",N,fishing,0
5392,Reported 29-Mar-1911,1911,AUSTRALIA,M,FATAL,Y,swimming,0
5393,04-Jan-1911,1911,AUSTRALIA,M,Minor injuries,N,during,22
5394,1911,1911,USA,M,Minor injury to feet,N,swimming,0
5395,Ca. 1911,1911,NEW ZEALAND,M,FATAL,Y,fishing,50
5396,Reported 25-Dec-1910,1910,CROATIA,M,FATAL?,0,0,0
5397,Reported 23-Dec-1910,1910,AUSTRALIA,M,FATAL,Y,pearling,0
5398,28-Nov-1910,1910,NORTH ATLANTIC OCEAN,M,Right hand severely bitten by netted shark PROVOKED INCIDENT,N,fishing,0
5399,24-Nov-1910,1910,AUSTRALIA,M,Foot bitten,N,bathing,0
5400,Reported 25-Jun-1910,1910,MEXICO,M,Leg bitten,N,swimming,0
5401,Reported 08-Jun-1910,1910,MOZAMBIQUE,0,"FATAL, 3 passengers & 14 crew taken by sharks, captain, 1 passenger & 2 crew survived",Y,0,0
5402,Reported 16-May-1910,1910,USA,M,Presumed drowned & bodies taken by sharks,0,0,0
5403,31-Mar-1910,1910,PANAMA,M,FATAL,Y,0,0
5404,08-Mar-1910,1910,NEW ZEALAND,M,Lacerations to foot,N,swimming,0
5405,Mar-1910,1910,USA,M,No injury,0,diving,0
5406,  16-Feb-1910,1910,AUSTRALIA,M,"Shoulder, back & leg bitten",N,bathing,0
5407,26-Jan-1910,1910,AUSTRALIA,M,FATAL,Y,0,0
5408,1910,1910,USA,M,"Body bitten by shark/s, but death may have been due to drowning",0,fishing,0
5409,1910,1910,PHILIPPINES,M,"Calf removed, not known if he survived ",0,swimming,0
5410,Reported 26-Nov-1909,1909,USA,M,Severe lacerations to arm,N,0,0
5411,Reported 15-Dec-1909,1909,AUSTRALIA,M,FATAL,Y,0,0
5412,05-Dec-1909,1909,AUSTRALIA,M,3 fingers bitten by hooked shark PROVOKED INCIDENT,N,fishing,0
5413,14-Nov-1909 to 19-Nov-1909,1909,INDONESIA,0,"FATAL, 101 people perished, including commander, Joseph Couailhac. Iit was reported that a shoal of sharks circled  passengers in the water and dragged scores of people to their deaths Of the 61 survivors, many were injured by sharks",Y,expecting,0
5414,Reported 04-Sep-1909,1909,USA,M,Abrasion to leg from netted shark PROVOKED INCIDENT,N,netting,0
5415,13-Aug-1909,1909,USA,M,FATAL,Y,fishing,0
5416,24-Jul-1909,1909,USA,M,Right leg bitten,N,fishing,0
5417,15-Jul-1909,1909,USA,M,Hip & thigh lacerated,N,swimming,16
5418,Reported 26-Jun-1909,1909,MEXICO,F,FATAL,Y,bathing,0
5419,26-Jun-1909,1909,SOUTH AFRICA,M,Remains of soldier in uniform. Probable drowning & scavenging,Y,0,0
5420,18-Jun-1909,1909,AUSTRALIA,M,"FATAL, only his legs, still in sea-boots, were recovered ",Y,0,0
5421,Reported 27-Apr-1909,1909,SPAIN,M,Shark knocked him down after he grabbed it by the tail. No injury.   PROVOKED INCIDENT,N,fishing,0
5422,10-Apr-1909,1909,USA,F, Search party saw a large shark devour what appeared to be part of her body,0,gathering,19
5423,Reported 09-Apr-1909,1909,TUNISIA,M,FATAL,Y,diving,0
5424,06-Mar-1909,1909,SOUTH AFRICA,F,FATAL,Y,0,0
5425,17-Jan-1909,1909,0,M,FATAL,0,0,36
5426,Jan-1909,1909,ITALY,0," 3 unidentified bodies recovered (male, female & young girl) from gut of female  4.5 m [14'9""]  white shark caught in fishing net. They may have drowned in tidal wave following earthquake ",0,killing,0
5427,1909,1909,AUSTRALIA,0,Survived,N,0,0
5428,31-Dec-1908,1908,SOUTH AFRICA,M,FATAL,Y,swimming,16
5429,Reported 16-Dec-1908,1908,MEXICO,M,"FATAL, ""bitten in two""",Y,swimming,0
5430,   21-Sep-1908,1908,AUSTRALIA,M,FATAL,Y,0,0
5431,05-Sep-1908,1908,USA,M,Lacerations to fingers,N,fishing,0
5432,Reported 28-Aug-1908,1908,SPAIN,M,FATAL,Y,0,0
5433,Reported 18-Jul-1908,1908,SPAIN,0,Human remains recovered but shark involvement prior to death unconfirmed ,0,0,0
5434,Reported 08-Jul-1908,1908,CROATIA,F,"FATAL, lost a leg",Y,boating,0
5435,18-Jun-1908,1908,EGYPT,M,FATAL,Y,0,0
5436,08-Jun-1908,1908,USA,M,FATAL,Y,0,0
5437,Reported 02-Jun-1908,1908,PAPUA NEW GUINEA,0,"Remains of 3 humans recovered from shark, but shark involvement prior to death unconfirmed",Y,0,0
5438,13-May-1908,1908,INDONESIA,F,FATAL,Y,0,0
5439,10-May-1908,1908,USA,M,"FATAL, but shark involvement prior to death was not confirmed",0,0,0
5440,08-Jan-1908,1908,USA,M,"FATAL, ""pulled below the surface'  ",Y,gathering,0
5441,21-Dec-1907,1907,AUSTRALIA,M,FATAL,Y,bathing,0
5442,Reported 18-Oct-1907,1907,AUSTRALIA,M,FATAL,Y,bathing,0
5443,Reported 16-Oct-1907,1907,CHINA,M,"3 of thel 5 were injured, one of whom lost both hands",N,fishing,0
5444,Reported 16-Oct-1907,1907,CHINA,M, 2 of the 5 fishermen were so seriously injured they died of their wounds,Y,fishing,0
5445,14-Oct-1907,1907,AUSTRALIA,M,Lacerations to left arm from shoulder to wrist,N,bathing,0
5446,12-Oct-1907,1907,HAITI,M,"No attack, no injury",0,0,0
5447,08-Oct-1907,1907,USA,M,"Arm severed at elbow,  surgically amputated at shoulder ",N,diving,0
5448,Reported 19-Sep-1907,1907,ENGLAND,M," ""Struck across loins"" but no injury. According to witnesses, incident involved a bottlenose dolphin.",0,swimming,0
5449,11-Sep-1907,1907,CROATIA,F,FATAL,Y,swimming,0
5450,Reported 12-Aug-1907,1907,CROATIA,F,FATAL,Y,swimming,0
5451,Reported 12-Aug-1907,1907,CROATIA,M,FATAL,Y,swimming,0
5452,Reported 08-Aug-1907,1907,USA,M,Abrasion to chest,N,wading,0
5453,Reported 14-Jul-1907,1907,CROATIA,F,FATAL,Y,swimming,0
5454,Reported 04-Jul-1907,1907,AUSTRALIA,M,"Disappeared, but shark involvement unconfirmed",0,0,0
5455,Jul-1907,1907,USA,M,Slight injuries to left knee & calf ,N,floating,0
5456,20-Apr-1907,1907,MEXICO,M," 3 fingers & thigh lacerated, foot crushed",N,bathing,0
5457,26-Mar-1907,1907,USA,M,"FATAL, shark bit his side, nearly cutting him in two  ",Y,fishing,0
5458,07-Mar-1907,1907,MALTA,M,"FATAL,            Fell overboard and were killed by shark",Y,fishing,0
5459,09-Feb-1907,1907,PHILIPPINES,M,Finger severed,N,sinking,0
5460,05-Feb-1907,1907,NEW ZEALAND,M,"FATAL, leg severely bitten     ",Y,standing,55
5461,03-Feb-1907,1907,AUSTRALIA,M,FATAL,Y,bathing,18
5462,1907,1907,VIETNAM,M,"Leg severely bitten, surgically amputated",N,fishing,20
5463,1907,1907,USA,M,FATAL,Y,fishing,0
5464,16-Nov-1906,1906,JAMAICA,M,Leg bitten,N,fishing,0
5465,Reported 10-Oct-1906,1906,USA,M,Buttock bitten,N,0,0
5466,Reported 10-Oct-1906,1906,USA,M,FATAL,Y,swimming,0
5467,Reported 10-Oct-1906,1906,USA,M,Arm severed,N,diving,0
5468,Reported 10-Oct-1906,1906,USA,M,FATAL,Y,swimming,0
5469,Reported 27-Sep-1906,1906,INDONESIA,M,Thumb & index finger of left hand severed,N,swimming,0
5470,Reported 27-Sep-1906,1906,INDONESIA,M,FATAL,Y,swimming,0
5471,Reported 05-Sep-1906,1906,AUSTRALIA,M,FATAL,Y,swimming,0
5472,Sep-1906,1906,USA,M,PROVOKED INCIDENT        No injury; shirt torn by gaffed shark,N,fishing,0
5473,20-Aug-1906,1906,YEMEN ,M,Leg severed. Injury originally thought due to boat's propeller,N,diving,0
5474,04-Aug-1906,1906,USA,M,FATAL,Y,0,0
5475,Reported 05-Jul-1906,1906,USA,M,FATAL,Y,swimming,0
5476,Jul-1906,1906,MOZAMBIQUE,M,Sanna may have drowned; his hand  (identified by ring on finger) found in a shark at the market,0,0,0
5477,Reported 27-Apr-1906,1906,INDONESIA,M,FATAL,Y,diving,0
5478,16-Apr-1906,1906,AUSTRALIA,M,Finger severed by shark he had shot & stabbed PROVOKED INCIDENT,N,shooting,0
5479,14-Apr-1906,1906,AUSTRALIA,M,FATAL,Y,diving,17
5480,Reported 10-April 1906,1906,INDONESIA,M,FATAL x 2,Y,0,0
5481,Reported 02-April 1906,1906,AUSTRALIA,M,Cause of death may have been downing,0,0,18
5482,Reported 14-Feb-1906,1906,NEW ZEALAND,M,Shark involvement prior to death was not determined,0,swimming,0
5483,28-Jan-1906,1906,AUSTRALIA,M,FATAL,Y,bathing,31
5484,20-Jan-1906,1906,SOUTH AFRICA,M,"FATAL, hips & thigh bitten ",Y,washing,30
5485,31-Dec-1905,1905,SOUTH AFRICA,M,"FATAL, left torso, buttocks, thigh & foot bitten ",Y,floating,0
5486,29-Dec-1905,1905,AUSTRALIA,M,"""Bad wound in the leg"" - 7-ft shark caught in the bath same day",0,bathing,0
5487,29-Sep-1905,1905,AUSTRALIA,M,FATAL. Shark involvement suspected but not confirmed,Y,swimming,0
5488,Reported 06-Sep-1905,1905,USA,M,Lacerations to leg from hooked shark PROVOKED INCIDENT,N,fishing,0
5489,24-Aug-1905,1905,EGYPT,M,Probable drowning & scavenging. ,0,0,0
5490,Late Aug-1905,1905,USA,M,3 toes of right foot were severed,N,swimming,0
5491,Aug-1905,1905,PHILIPPINES,M,Leg bitten,N,bathing,21
5492,29-Jul-1905,1905,USA,M,Body not recovered FATAL,Y,wading,16
5493,Reported 25-Jul-1905,1905,ITALY,M,"Body recovered from shark, probable drowning and scavenging",0,0,0
5494,10-Jul-1905,1905,INDONESIA,M,FATAL,Y,0,0
5495,Jul-1905,1905,USA,M,FATAL,Y,fishing,0
5496,22-May-1905,1905,USA,M,Lacerations to back & right leg,N,swimming,0
5497,06-Apr-1905,1905,SOUTH AFRICA,M,"FATAL, thigh bitten, femoral artery severed  ",Y,swimming,26
5498,26-Mar-1905,1905,AUSTRALIA,M,Righ thigh severely bitten,N,bathing,40
5499,25-Mar-1905,1905,AUSTRALIA,0,FATAL,0,bathing,0
5500,10-Feb-1905,1905,AUSTRALIA,M,Thought to have been taken by a shark,0,bathing,23
5501,01-Jan-1905,1905,AUSTRALIA,M,Reported to have been killed by a shark but 2 years later he was found very much alive,0,bathing,39
5502,1905,1905,USA,0,"No injury, shark bumped skiff",N,harpooning,0
5503,02-Nov-1904,1904,PHILIPPINES,M,Foot bitten,N,bathing,0
5504,Reported 11-Oct-1904,1904,INDIAN OCEAN,M,FATAL,Y,0,0
5505,Sep-1904,1904,CUBA,M,"FATAL, left leg severed below knee, right leg severed above knee by a second shark",Y,footing,0
5506,Aug-1904,1904,CUBA,M,"FATAL, shark pulled them off hull of boat  ",Y,clinging,0
5507,28-Jul-1904,1904,USA,M,No injury,N,sailing,0
5508,27-Jul-1904,1904,USA,M,"FATAL, body not recovered",Y,swimming,0
5509,Reported 01-Jul-1904,1904,ITALY,M,FATAL x 4. Afterwards metal mesh nets were installed,Y,swimming,0
5510,07-Feb-1904,1904,AUSTRALIA,M,FATAL,Y,swimming,0
5511,04-Feb-1904,1904,NEW ZEALAND,M,FATAL,Y,swimming,30
5512,23-Jan-1904,1904,NEW CALEDONIA,M,FATAL,Y,bathing,0
5513,1904,1904,REUNION ISLAND,M,FATAL,Y,swimming,16
5514,1904,1904,USA,M,Leg bitten,0,diving,0
5515,1904,1904,PHILIPPINES,M,Left arm bitten,N,bathing,0
5516,1904,1904,USA,M,"FATAL, disappeared, then shark caught with head and body of man, from waist down minus leg, in its gut",Y,swimming,0
5517,04-Oct-1903,1903,CUBA,M,FATAL,Y,0,0
5518,Reported 16-Sep-1903,1903,USA,M,Lacerations to right arm & shoulder,N,fishing,0
5519,July-1903 ,1903,FALKLAND ISLANDS,M,"Right leg bitten, surgically amputated",N,swimming,28
5520,21-Jun-1903,1903,AUSTRALIA,M,FATAL,Y,swimming,0
5521,04-May-1903,1903,MEXICO,M,FATAL x 3,Y,bathing,0
5522,Reported 20-Mar-1903,1903,AUSTRALIA,M,Jumped off cliff,Y,0,0
5523,12-Mar-1903,1903,AUSTRALIA,M,FATAL,Y,swimming,0
5524,  10-Jan-1903,1903,AUSTRALIA,M,FATAL,Y,0,0
5525,Summer of 1903,1903,CRETE,M,FATAL,Y,diving,0
5526,Ca. 1903,1903,USA,M,"FATAL, remains (foot) recovered from shark 2 days later",Y,fishing,0
5527,Reported 22-Dec-1902,1902,NICARAGUA,M,FATAL,Y,swimming,30
5528,10-Nov-1902,1902,AUSTRALIA,M,FATAL,Y,swimming,17
5529,Reported 01-Nov-1902,1902,USA,M,Severe laceration to hand,N,fishing,0
5530,Reported 29-Aug-1902,1902,ITALY,M,FATAL,Y,swimming,0
5531,Reported 24-Aug-1902,1902,CROATIA,M,"No injury to occupants, shark grabbed anchor rope & towed boat",N,fishing,0
5532,08-Aug-1902,1902,USA,M,"FATAL, both arms severed  ",Y,catching,0
5533,15-Jul-1902,1902,ITALY,M,Face & arms injured by hooked shark PROVOKED INCIDENT ,N,fishing,0
5534,06-Jul-1902,1902,USA,M,Shark bit his left arm after he grabbed its tail PROVOKED INCIDENT,N,swimming,0
5535,02-Jun-1902,1902,PHILIPPINES,M,"""Nose hanging by a threat, prints of shark's teeth over entire right cheek""",N,0,0
5536,Jun-1902,1902,EGYPT,M,Bitten on hand and thigh,N,diving,0
5537,Apr-1902,1902,SOUTH AFRICA,M,Probable drowning & scavenging,0,swimming,0
5538,.Reported 22-Feb-1902,1902,NEW ZEALAND,M,"No injury, hooked shark bit tousers. PROVOKED INCIDENT",N,standing,0
5539,Reported 25-Jan-1902,1902,AUSTRALIA,M,FATAL,Y,dangling,0
5540,Reported 19-Jan-1902,1902,SOUTH AFRICA,M,Possible drowning & scavenging. Remains were recovered from a 15' shark's gut,0,0,0
5541,19-Jan-1902,1902,AUSTRALIA,M,Legs bitten,N,swimming,16
5542,01-Dec-1901,1901,AUSTRALIA,M,Lacerations to torso & thigh,N,bathing,10
5543,Mid Oct-1901,1901,PHILIPPINES,M,Right thigh bitten ,N,taking,0
5544,Reported 23-Sep-1901,1901,CYPRUS,M,"FATAL, bitten on arms, chest & legs",Y,swimming,0
5545,30-Jul-1901,1901,SOUTH AFRICA,M,"Right leg bitten & foot severed, right arm bitten, bones fractured & nearly severed FATAL",Y,swimming,29
5546,17-Jul-1901,1901,ITALY,M,"Disappeared, but shark involvement unconfirmed",0,swimming,20
5547,Reported 29-Jun-1901,1901,YEMEN ,M,0,0,diving,0
5548,24-Jun-1901,1901,PHILIPPINES,M,"Left thigh stripped of flesh 4"" above the knee ",N,swimming,0
5549,30-Jan-1901,1901,AUSTRALIA,M,"Thigh bitten, FATAL",Y,bathing,0
5550,Summer 1901,1901,USA,M,Abdomen bitten,N,bathing,0
5551,27-Dec-1900,1900,AUSTRALIA,M,FATAL,Y,bathing,0
5552,14-Nov-1900,1900,SOUTH AFRICA,M,"FATAL, legs severed",Y,swimming,30
5553,27-Oct-1900,1900,SOUTH AFRICA,M,Probable drowning & scavenging,0,swimming,0
5554,15-Sep-1900,1900,AUSTRALIA,M,Laceration to right leg,N,swimming,0
5555,13-Sep-1900,1900,USA,M,No injury,0,diving,0
5556,05-Sep-1900,1900,USA,M,"Bathing suit torn & ""imprints of the shark's teeth on his body""",N,floating,0
5557,21-Aug-1900,1900,USA,M,Left hand lacerated,N,bathing,0
5558,31-Jul-1900,1900,CROATIA,M,FATAL,Y,swimming,0
5559,14-Jul-1900,1900,USA,M,"Believed drowned. Uhlbrechts foot, and the pelvis & femur of another person recovered in gut of tiger shark shark caught on 17-Aug-1900",0,hunting,0
5560,Late Jul-1900,1900,USA,0,"No injury to occupants. They shot shark, then it capsized their skiff. PROVOKED INCIDENT",N,0,0
5561,  28-Jan-1900,1900,AUSTRALIA,M,Right posterior thigh bitten,N,standing,0
5562,Early 1900s,1900,USA,M,Severe abrasion when shark swam between his legs,N,0,0
5563,Ca. 1900,1900,SOUTH AFRICA,M,Leg severed,N,swimming,0
5564,18-Dec-1899,1899,AUSTRALIA,M,bite to lower leg,N,0,0
5565,20-Nov-1899,1899,PHILIPPINES,0,FATAL,Y,0,0
5566,28-Oct-1899,1899,AUSTRALIA,0,"No injury to occupants, shark bit boat",N,fishing,0
5567,Reported 12-Oct-1899,1899,LIBYA,M,Lacerations to head,N,diving,0
5568,Reported 12-Oct-1899,1899,LIBYA,M,FATAL,Y,diving,0
5569,Reported 11-Sep-1899,1899,MEXICO,M,FATAL,Y,swimming,0
5570,Reported 23-Aug-1899,1899,USA,M,"FATAL, Drowned or crushed when harpooned shark smashed their boat PROVOKED INCIDENT",Y,hunting,0
5571,15-Aug-1899,1899,USA,M,FATAL,Y,swimming,15
5572,08-Aug-1899,1899,EGYPT ,M,Back muscles torn away,N,floating,0
5573,08-Aug-1899,1899,EGYPT ,M,"Forearm, wrist & hand bitten",N,bathing,19
5574,08-Aug-1899,1899,EGYPT,M,Left leg bitten,N,bathing,13
5575,Reported 08-Jul-1899,1899,BAHAMAS,M,FATAL,Y,0,0
5576,07-Jun-1899,1899,ITALY,M,Multiple injuries from boated shark PROVOKED INCIDENT,N,fishing,0
5577,  02-Jun-1899,1899,NEW ZEALAND,M,FATAL,0,attempting,0
5578,28-May-1899,1899,PHILIPPINES,M,FATAL,0,swimming,0
5579,Reported 04-May-1899,1899,ITALY,M,FATAL,Y,bathing,0
5580,28-Jan-1899,1899,AUSTRALIA,F,Drowning may mav preceded attack,0,bathing,13
5581,1899 During the Seige of Ladysmith,1899,SOUTH AFRICA,M,Foot severed ,N,dangling,0
5582,1899,1899,USA,M,No injury to occupants. shark bit oar,N,rowing,0
5583,Ca. 1899,1899,USA,M,Leg bitten,N,hunting,0
5584,Reported 28-Dec-1898,1898,AUSTRALIA,M,FATAL,Y,0,0
5585,28-Oct-1898,1898,USA,M,FATAL,Y,0,0
5586,Reported 19-Sep-1898,1898,0,M,Lacerations to hand from shark trapped inside diving bell. ,N,diving,0
5587,Reported 19-Sep-1898,1898,0,M,Lacerations to fingers,N,diving,0
